20
979 894
676 119 -772
14 780 -631
21 84 670
821 405 -341
275 434 579
460 159 -163
340 236 885
247 738 -615
835 479 -927
420 569 336
289 340 -723
401 183 -376
95 446 298
168 54 -818
178 671 -350
644 748 430
886 3 -185
800 661 205
554 713 -284
267 418 -569
552 228 184
499 539 -451
32 636 787
402 463 967
65 78 -667
146 572 89
324 497 -323
614 780 581
332 435 969
788 383 -28
58 442 526
43 778 -463
209 539 -123
172 757 -71
413 193 -411
538 861 -603
883 707 179
94 313 -936
443 775 314
354 452 -537
796 481 585
681 63 1
35 348 941
571 13 -133
25 360 126
187 600 -837
53 505 -545
609 174 -387
39 386 -562
557 350 -985
751 335 -233
688 840 -112
51 663 -899
597 688 660
662 243 184
618 574 -560
675 67 -595
312 119 -145
566 321 -277
30 108 -471
751 839 -40
829 270 925
196 601 -373
608 563 630
264 629 277
45 612 946
30 477 -655
689 489 732
795 830 -412
549 6 -391
147 581 655
721 464 793
851 245 761
667 770 -155
860 855 728
296 688 719
273 792 293
478 704 -315
748 248 -448
644 338 -309
425 774 -565
443 134 56
432 681 980
280 760 -642
789 105 -766
267 579 805
256 815 533
16 687 357
664 796 -835
671 619 24
505 446 -720
153 366 -615
147 542 -513
224 753 -382
275 285 -92
186 527 -290
93 568 964
381 65 -991
218 785 -786
773 643 -996
80 118 43
882 412 732
98 756 -60
794 505 43
340 672 -800
135 822 -843
414 734 701
302 497 287
795 513 931
421 36 891
483 134 -159
430 391 33
167 704 207
382 831 -282
436 536 -691
659 840 -232
130 320 262
292 82 826
872 118 -830
448 483 -55
469 16 265
3 577 -76
407 792 486
289 11 -457
767 598 263
751 704 248
632 239 143
833 118 -749
530 376 -251
445 175 340
833 738 977
42 134 -390
370 403 -803
24 78 -233
573 6 108
482 238 -220
508 73 -167
597 517 -636
836 71 865
62 113 872
616 258 503
506 441 -882
419 688 -862
818 332 -952
888 580 -131
211 14 -86
631 738 -382
337 71 -799
653 132 132
429 480 -522
38 131 270
766 661 267
92 392 135
666 419 767
24 793 -168
283 450 37
705 355 155
191 478 3
773 732 -63
466 265 -297
323 423 -568
493 574 738
822 595 639
363 165 325
296 177 -413
830 312 -488
447 424 -553
733 33 905
882 316 449
511 93 222
52 466 -336
457 740 956
875 245 -947
834 791 627
372 171 318
526 697 445
699 108 741
85 597 655
389 52 -790
112 852 -199
321 550 -777
287 584 398
423 493 160
724 731 -733
432 869 -98
91 797 -630
506 173 -364
6 101 -246
887 746 471
702 326 187
780 41 464
781 362 -280
733 99 825
82 420 -647
586 242 -396
885 218 25
708 571 -366
152 405 -651
458 301 789
83 137 -546
727 242 736
437 855 835
346 382 484
816 187 522
363 87 533
423 667 -927
887 190 -261
848 770 -647
800 702 -421
873 510 703
364 382 761
257 331 -400
562 57 -672
11 786 445
556 444 33
698 392 769
379 337 365
698 871 -810
307 332 -987
22 590 327
844 815 609
568 571 -709
197 549 -347
84 761 567
61 500 -976
263 114 973
443 149 863
725 689 43
639 247 -343
661 217 -542
762 16 -712
834 208 319
782 562 788
201 601 -421
455 280 -371
124 391 860
91 169 785
852 571 -814
151 491 328
103 394 636
543 835 -927
423 390 433
580 881 862
527 290 -717
442 66 749
584 811 242
630 447 335
153 84 895
123 459 -684
502 438 -262
86 664 599
616 524 -458
377 155 -434
105 318 -469
330 801 616
267 266 -138
388 691 261
521 590 900
673 528 -994
874 854 68
572 731 -63
514 580 266
19 429 289
442 22 -585
40 254 -926
133 13 -339
230 813 -632
64 428 -298
728 300 71
87 233 89
89 884 -992
858 129 267
760 449 219
853 409 628
281 111 -717
96 221 -733
842 534 -271
497 153 -974
156 825 -468
433 390 641
702 10 739
862 221 -361
410 7 656
774 759 587
621 815 -975
162 262 747
610 355 -611
469 608 -242
185 204 -139
873 756 -240
790 208 564
412 714 -975
853 540 205
402 147 866
183 851 -1000
873 601 949
282 778 568
296 201 -137
173 126 -288
830 458 131
576 476 824
111 798 -54
106 651 107
631 432 -784
32 473 193
453 324 -605
3 325 -677
654 494 84
81 427 -401
411 759 321
844 166 453
146 603 549
15 216 593
116 83 729
347 527 -88
805 122 651
96 149 784
410 138 561
45 848 -890
873 830 129
663 731 142
781 552 -760
186 378 716
729 816 -162
346 525 -860
103 794 527
352 284 283
815 492 -911
284 470 -247
372 65 -367
140 286 706
57 737 859
16 671 -521
431 628 -369
320 824 601
125 151 147
858 509 -63
702 769 -192
608 785 465
807 340 276
701 25 -656
568 126 -693
555 132 -525
230 192 -407
622 95 -312
294 425 319
160 149 222
151 324 837
774 524 640
100 783 534
544 720 -186
68 743 -627
93 477 -377
796 301 964
130 750 -458
207 257 99
422 844 -762
362 307 302
39 540 920
176 706 -445
803 658 959
561 110 -832
356 329 176
883 733 -840
530 445 920
250 610 397
209 876 -727
658 18 -181
355 381 -900
764 128 -607
380 703 -205
732 686 590
800 711 -413
172 603 908
784 680 392
149 373 -967
573 863 -158
206 729 257
364 792 938
291 834 -910
336 163 -160
563 606 -697
508 194 96
564 413 907
275 867 480
665 245 81
808 139 761
764 344 -297
33 451 -372
834 874 -13
644 544 -471
201 70 709
836 468 -842
37 637 300
703 847 -525
404 505 730
657 498 131
165 304 991
532 684 503
793 341 -298
578 78 590
702 249 386
399 333 -795
642 109 -434
773 243 -815
539 275 -711
223 864 -999
22 789 -990
350 161 -978
112 780 384
386 888 -44
116 510 -607
635 313 0
45 786 -744
368 788 265
516 771 815
84 610 -44
27 407 880
820 656 406
658 460 -701
690 499 -318
644 285 -325
169 736 -296
529 619 622
331 127 -424
260 412 -948
715 812 694
676 53 -999
730 443 -197
275 871 923
840 55 549
710 668 383
378 753 967
473 103 -693
9 399 621
856 576 178
42 809 446
255 632 -337
209 455 -417
344 688 383
697 674 853
557 283 -78
552 520 -609
633 415 -627
37 54 -504
93 828 -183
183 503 -784
23 49 -459
317 218 -504
548 52 455
349 600 334
763 378 -596
111 192 768
672 254 -807
757 331 -15
619 43 295
317 441 721
392 476 592
619 551 -113
706 71 -761
199 338 -224
514 770 545
488 386 -183
352 344 -956
265 649 494
761 224 14
743 491 157
35 426 974
150 295 -694
485 349 -244
188 370 -283
548 800 -260
251 512 942
766 379 -651
471 169 -105
440 756 -488
72 205 -34
441 847 539
28 76 404
78 731 -69
250 385 -836
550 67 -690
788 145 -116
769 262 -962
433 336 -753
764 318 -990
277 279 -471
39 553 11
66 366 -292
65 194 -563
276 376 651
795 193 752
80 283 540
55 233 -512
203 343 -4
233 545 204
277 517 133
56 882 -246
285 265 773
856 66 -785
568 66 -707
214 827 -983
67 402 668
335 292 -255
439 646 709
325 732 -116
169 674 328
827 655 -152
222 489 563
639 242 743
634 435 -178
217 786 328
63 512 956
833 868 138
70 288 784
682 674 -685
577 401 727
394 860 704
205 85 -783
618 95 131
303 493 727
110 236 282
427 801 -108
1 859 802
284 394 97
625 401 -224
745 161 369
345 342 295
620 674 925
303 766 405
552 423 -472
588 94 -943
533 343 -376
290 681 -205
526 837 -391
755 582 674
847 6 -427
577 813 244
557 631 718
722 251 -732
360 643 -259
877 327 -615
391 79 212
702 491 -494
249 403 782
887 181 -849
615 100 -773
138 271 -859
687 634 579
705 216 354
364 104 -588
756 782 -27
854 68 -562
782 505 -117
556 586 510
38 112 -385
552 602 -28
316 688 841
746 404 -39
162 609 -526
312 511 337
534 10 761
1 701 -799
205 750 -807
261 811 395
703 362 -490
386 782 51
644 415 848
519 689 410
134 381 272
983 924
589 797 385
228 379 -736
426 307 897
735 821 -349
39 358 -37
785 327 -410
42 787 -497
355 655 -253
246 982 -786
564 9 -305
900 144 653
46 261 526
47 740 95
397 880 807
608 258 -866
412 445 373
220 128 -169
173 872 919
716 40 -516
294 400 -561
796 155 -654
204 235 -286
413 208 -779
554 30 645
299 355 512
661 45 -146
648 88 -967
497 62 433
25 182 -104
591 311 -267
450 835 268
148 276 -840
644 777 498
536 931 75
658 622 864
958 370 -568
245 105 -173
593 587 574
279 335 891
840 352 697
667 325 -859
966 128 -566
558 692 947
451 501 -841
194 784 -176
63 502 219
645 706 885
582 927 -107
470 492 -915
705 73 158
205 695 266
39 6 1000
318 789 -972
653 572 962
712 663 309
358 534 -115
39 197 -465
262 582 -200
959 954 -833
508 81 -598
24 536 947
801 561 203
834 430 799
158 188 -806
381 690 -423
169 150 247
289 661 -329
801 575 -21
533 932 -878
716 208 63
34 602 678
803 851 237
655 502 -93
469 855 -291
946 748 405
865 103 441
686 553 -465
228 98 -474
891 272 549
690 983 700
418 697 788
421 679 406
491 772 748
706 628 -235
712 128 -354
975 700 265
231 15 -121
39 924 432
126 7 -720
241 500 -53
533 800 61
5 852 -811
266 245 7
188 394 -842
288 47 -994
481 869 -222
830 352 -352
627 80 379
568 884 -349
567 208 539
14 44 837
38 514 -408
22 721 908
745 799 329
775 553 -585
312 178 234
271 833 -400
205 665 362
34 99 490
766 283 181
752 173 612
779 396 375
909 404 272
938 421 -422
429 547 -883
152 95 -557
6 592 27
767 144 504
490 220 789
437 586 -683
360 151 -802
82 236 -41
786 765 534
924 779 164
843 131 -567
93 212 157
511 892 -202
343 651 415
50 819 541
896 755 -433
302 459 -787
499 117 -323
303 326 583
280 87 -761
128 556 329
766 248 -890
791 837 730
56 160 669
279 149 238
178 908 -778
560 461 618
622 393 102
235 170 427
87 854 64
461 891 -452
300 939 50
581 618 334
116 517 215
418 271 421
263 579 961
477 563 451
872 679 -891
687 47 239
335 674 150
135 870 529
654 691 -410
688 489 -134
371 626 -395
888 597 555
159 587 921
197 152 866
281 478 397
860 869 908
827 955 -740
131 209 589
762 126 -9
957 146 -141
312 543 400
291 707 -450
681 228 566
845 809 -56
349 117 539
34 787 -187
88 100 -909
217 467 328
359 816 537
823 557 837
842 243 -951
127 395 -778
695 558 -204
658 567 677
784 955 267
9 409 -948
798 519 -921
802 301 616
520 451 932
204 178 501
438 662 45
188 32 -481
840 728 960
361 768 318
165 83 -844
481 896 92
531 27 -323
863 581 -282
651 181 -397
412 368 -632
46 607 566
324 259 -850
615 296 882
542 881 -229
268 609 -340
23 821 -69
492 863 -447
149 258 -388
307 171 877
724 637 412
630 443 -629
160 784 766
767 887 -575
713 960 -296
387 247 605
493 147 -595
237 512 143
617 909 151
364 203 -6
743 84 -270
853 245 -913
746 623 998
489 266 -857
934 595 542
740 210 -984
41 338 -284
958 172 614
579 263 -340
374 118 -165
108 953 -191
262 9 125
614 227 -301
678 923 -923
435 735 26
572 904 -421
220 725 -356
910 571 913
617 522 -874
696 116 15
572 694 -16
564 290 228
519 839 -449
902 315 285
728 835 -74
503 400 830
682 494 398
531 448 39
587 806 -661
8 540 -175
351 964 294
934 492 871
336 753 -444
794 893 -299
798 795 -88
482 215 -639
688 68 939
230 194 368
443 948 -766
363 237 454
170 570 -463
716 817 417
789 26 78
651 437 -190
871 31 -362
179 650 708
857 37 69
488 563 429
536 624 649
670 686 -977
283 859 667
658 56 -965
505 507 204
28 708 -608
331 301 169
504 308 546
176 178 -671
232 419 662
19 83 158
360 393 -360
32 905 -754
600 543 -325
677 410 112
689 775 -248
935 517 -111
575 81 -795
207 6 -490
480 287 -67
385 885 621
758 327 -110
738 375 795
337 418 834
748 247 -62
920 188 947
429 698 45
365 823 636
39 423 459
892 345 413
365 239 -502
611 966 303
191 10 -911
744 756 723
10 299 887
391 439 208
327 405 55
53 839 472
970 309 -516
224 777 -732
646 867 -997
75 408 984
267 875 227
474 704 364
588 125 93
803 730 -435
379 972 560
421 967 -523
188 577 418
769 653 -530
164 652 851
622 511 -150
629 871 -911
886 124 848
951 797 -813
233 595 870
950 268 591
793 757 -934
733 804 215
962 9 -341
689 964 -36
475 764 420
4 949 149
209 946 900
675 880 310
839 252 -169
180 539 -400
315 929 683
490 56 913
109 915 -520
585 948 263
70 334 -437
870 289 316
674 110 898
119 944 631
865 157 -937
439 965 94
59 532 780
513 729 381
679 790 617
875 670 -580
675 254 -410
709 167 89
720 581 465
671 311 261
605 844 224
678 430 60
27 673 -759
235 130 678
710 190 283
653 11 195
324 149 500
653 133 370
722 9 -524
772 95 -742
598 771 235
307 71 982
911 123 817
524 536 288
59 902 -716
290 787 -62
424 431 -831
387 930 827
558 828 -451
738 869 -91
336 682 191
309 873 360
111 658 607
158 519 725
414 667 737
865 828 -876
48 415 927
522 304 -574
347 302 312
678 930 -652
481 276 -698
289 656 715
483 34 -454
885 264 657
494 143 -621
33 751 -25
327 217 88
676 724 872
797 602 807
801 597 411
295 158 -622
906 839 -357
629 442 798
702 446 -127
510 847 -816
558 191 -187
177 630 -618
238 899 22
387 780 -569
289 779 45
819 61 -302
705 584 461
290 124 -94
562 248 -430
106 780 -618
626 753 680
503 446 306
983 683 -79
454 468 592
34 832 -333
859 681 326
214 580 -86
187 346 300
968 164 387
509 340 331
891 578 306
112 194 -483
52 147 499
121 163 118
664 273 -311
983 473 -199
457 200 -791
935 944 74
413 185 -955
779 883 942
837 305 -410
613 977 993
415 71 945
827 221 512
325 711 -41
850 30 -577
573 556 -99
41 773 175
775 619 -657
668 406 998
894 925 -136
143 428 257
436 589 -506
442 464 812
196 522 -565
212 902 -846
411 655 -157
951 886 299
104 219 -787
629 724 44
779 197 -864
85 592 -344
382 313 130
445 769 50
73 795 -854
802 318 -448
778 956 754
592 48 469
983 763 194
530 824 -805
370 14 399
152 567 604
812 957 -898
378 303 157
911 627 601
587 517 -296
635 127 -973
952 37 -17
267 80 428
68 736 -461
924 583 -753
597 610 357
207 911 -592
724 297 -932
804 151 165
622 652 -658
968 360 493
50 668 -962
307 976 422
311 474 -782
755 348 -889
905 249 251
814 33 -821
532 269 455
831 252 -979
817 647 584
840 692 -37
559 769 -91
854 166 -74
292 9 -194
964 97 -96
364 732 -243
250 844 -820
744 58 672
960 647 750
143 103 836
370 415 -996
198 518 721
947 957 -957
36 681 431
712 552 -441
370 807 693
579 554 803
664 456 -905
979 767 -253
5 266 575
62 519 549
796 451 -726
393 155 -619
352 682 289
718 705 -660
666 737 314
856 839 273
917 710 234
852 467 427
752 905 -69
319 846 132
622 71 -364
600 972 396
615 740 774
756 636 27
924 956 962
273 671 -936
385 880 538
540 642 -664
976 763 465
137 114 216
940 253 -205
327 352 122
227 924 -303
375 712 175
436 317 -863
978 574 751
811 438 297
274 310 131
868 508 701
958 518 232
804 983 20
75 509 -626
647 322 762
378 22 698
745 882 -178
771 492 -39
10 300 144
745 123 -799
265 545 -6
983 559 -751
233 364 601
507 607 331
293 566 788
329 474 -469
547 109 -907
65 867 -616
389 931 965
576 136 727
771 140 103
761 821 903
55 450 -466
192 626 -306
941 375 379
771 165 -529
172 604 373
869 411 -8
18 607 496
256 520 34
614 565 172
522 918 -282
846 260 546
127 931 -476
757 336 -482
769 372 -312
399 616 -983
846 133 866
569 980 -921
726 843 -206
461 794 915
593 107 835
187 134 150
867 776 862
470 125 877
174 700 -192
877 818 -363
329 590 603
548 766 997
165 481 203
912 746 -967
406 830 223
367 743 566
599 529 917
762 93 -797
482 737 -412
120 887 -370
147 329 468
776 624 -743
74 464 -840
46 700 -247
531 783 358
952 131 512
47 654 905
423 12 -693
79 787 -872
245 496 -686
463 262 688
101 525 -580
619 740 138
782 786 265
866 952 552
606 92 -977
221 45 806
382 900 768
721 909 761
431 221 749
318 953 315
602 793 -138
147 21 -226
562 690 272
785 938 -766
203 636 365
576 397 -24
232 13 -544
127 646 664
395 761 297
912 692 723
657 230 -198
971 649 379
973 123 -511
268 212 734
523 751 37
438 320 174
530 8 -320
307 391 -652
134 192 892
824 253 -840
579 722 720
216 738 8
153 279 669
292 268 -78
537 951 -241
188 903 -763
622 452 995
779 493 558
283 835 -862
604 5 -526
194 858 -979
122 815 -117
771 636 -924
694 55 -541
698 482 949
263 344 -540
647 313 230
152 532 154
417 228 -623
341 293 -220
928 447 490
77 698 695
117 74 877
227 785 505
744 798 720
9 411 -704
238 598 -173
593 297 676
712 94 -763
609 353 662
942 227 -330
707 545 -483
210 536 448
108 308 -16
349 326 588
763 646 455
449 892 -434
643 569 -429
350 784 810
795 240 -454
644 691 -481
807 786 -802
316 81 937
735 265 -330
708 938 -615
807 742 488
585 418 496
271 129 329
844 410 868
600 607 557
87 327 564
631 24 352
616 217 -879
707 759 -606
423 274 202
811 395 811
650 137 736
147 425 842
290 54 -286
584 221 -980
190 850 -592
189 819 -427
251 646 434
229 179 -73
606 456 137
44 679 -563
34 863 421
406 140 116
935 549 863
481 62 130
854 224 -750
763 830 -924
488 802 177
469 718 -766
739 437 -787
36 656 112
636 609 173
790 84 -416
894 121 -280
277 519 -794
675 173 -498
871 161 -507
113 714 -890
558 271 392
37 536 -36
830 618 -1000
266 514 950
58 303 84
50 879 -903
591 747 967
908 506 420
50 282 416
791 849 829
618 631 299
334 519 -387
347 21 -987
353 392 -287
180 42 500
720 12 154
679 408 663
574 337 131
23 798 -524
973 805 423
737 963 926
343 272 -241
451 186 276
221 154 120
816 360 -756
670 139 322
407 699 -835
703 132 -995
494 236 841
617 416 -705
716 766 -223
671 898 -95
916 216 -395
814 718 -889
473 41 -218
271 6 -225
961 974 -177
200 927 -848
431 931 796
503 336 948
676 568 515
537 181 -623
146 878 628
524 821 826
246 803 383
538 376 -557
822 786 191
187 204 408
832 610 720
615 155 278
848 481 709
685 533 -912
191 161 -58
539 238 -905
545 542 -580
723 113 144
674 747 -708
321 903 -881
279 831 387
774 932 -803
879 188 893
451 127 -303
196 386 38
614 819 706
307 692 -23
896 137 -291
134 72 947
416 897 216
477 463 -328
121 913 210
812 828 -919
871 59 -536
888 263 -93
961 92 447
545 144 218
918 558 -659
943 469 115
60 554 -804
406 21 916
327 427 205
323 205 -440
166 866 906
942 62 -516
944 348 893
805 334 -804
254 687 703
89 950 108
171 274 878
676 668 -107
490 862 302
274 302 993
694 476 937
322 645 -679
486 764 228
592 916 -301
76 937 -567
660 743 -298
935 970 -387
287 783 201
753 389 -445
99 865 -262
793 289 -214
903 4 398
135 971 -847
761 339 253
277 169 -113
510 931 -121
33 14 33
531 546 104
960 966 -261
881 306 -889
532 528 -914
295 175 104
815 447 -151
123 630 -544
66 140 130
839 844 814
705 565 -363
793 14 570
583 48 769
693 684 -50
927 811 -817
222 143 -43
196 648 104
779 688 -766
127 545 400
430 240 556
834 455 572
532 414 -642
788 528 -691
653 147 -454
704 919 776
552 716 182
699 222 -499
906 174 -462
493 755 503
941 110 -367
767 668 341
876 504 -256
736 652 865
360 134 229
9 881 -410
949 222 -346
161 461 673
45 921 9
273 391 -735
35 574 -942
312 121 579
266 516 -936
187 282 178
288 828 388
48 309 906
640 46 -306
182 695 461
558 137 531
612 206 -343
526 206 299
105 399 110
104 846 830
591 96 734
730 567 -610
476 365 447
88 861 -76
381 341 -419
661 71 -820
172 218 -945
229 783 -650
246 812 -591
946 604 746
851 370 -464
478 125 -329
285 957 431
5 134 -525
408 824 70
856 945 -840
827 904 918
675 159 -557
260 640 417
562 829 -318
853 868 309
708 714 81
896 621 439
190 566 155
770 735 -193
141 584 -21
72 293 214
454 104 360
360 707 930
40 296 -567
783 733 539
719 154 146
118 666 725
451 452 -294
822 581 678
458 834 -436
110 881 -508
626 633 -899
263 265 -294
323 304 384
323 252 -286
620 564 -5
449 111 -862
215 142 -275
123 546 732
862 658 -533
16 465 803
622 108 -716
418 90 -204
104 579 39
704 901 342
386 338 549
102 568 745
213 86 -369
957 149 908
980 809
13 312 -527
826 31 -213
936 153 -292
3 297 348
977 358 70
244 377 -364
389 440 -891
156 789 -784
880 312 -485
274 175 -510
46 525 -562
660 160 486
763 879 42
974 977 404
738 385 361
168 559 -885
382 732 -863
724 659 -596
84 832 -750
792 470 650
723 102 674
755 835 634
962 736 -124
255 233 -517
144 202 543
886 486 343
316 99 -970
651 170 893
501 67 -59
761 28 -546
591 909 633
874 6 -774
872 785 323
589 222 -431
609 737 -586
28 298 -706
463 315 -734
25 421 448
508 512 887
294 290 -490
242 285 -646
622 729 270
304 197 -276
400 689 943
974 129 174
788 110 -694
449 454 -810
766 773 679
356 525 368
530 403 627
397 631 337
823 182 670
832 504 -378
479 423 593
161 640 995
121 563 896
723 590 622
683 161 131
820 98 155
494 872 -219
716 453 955
280 241 -575
759 250 989
946 242 492
976 440 260
272 430 949
780 976 248
753 112 939
688 779 -177
214 871 56
619 480 282
162 70 -674
844 613 348
410 220 -253
123 603 643
943 151 24
119 657 -837
662 428 978
436 613 974
217 476 589
663 156 315
978 854 -33
28 189 -275
74 124 107
886 290 -359
48 18 -420
727 564 -790
701 123 -575
549 552 227
193 315 36
43 518 135
435 125 -181
609 926 80
16 943 -747
253 428 88
305 696 -941
236 721 -873
879 348 -271
329 950 471
298 741 989
250 445 -992
605 527 495
700 69 -476
940 393 727
55 860 -113
735 843 -85
66 843 300
605 54 509
326 339 -908
330 843 371
261 250 -168
698 689 829
32 667 299
597 653 77
159 131 -451
174 377 -219
108 319 -839
716 487 168
796 593 924
288 905 -617
218 312 -642
550 524 741
265 169 -738
636 139 -974
670 31 -28
577 543 805
456 338 307
757 317 569
82 497 -519
68 94 981
777 962 -125
469 462 -510
933 257 254
444 476 -979
364 542 696
28 733 -986
460 157 635
190 162 898
824 782 425
546 185 312
611 333 466
377 937 -413
635 53 835
590 79 529
146 91 336
112 564 -292
799 172 429
661 118 595
539 959 687
918 755 -592
273 40 -979
299 75 679
818 350 306
912 777 -839
453 214 206
456 464 131
541 731 594
523 560 526
617 752 415
62 292 65
896 30 -169
944 879 -886
433 312 3
241 533 -204
151 385 -253
254 677 -462
824 283 481
68 272 -271
577 789 849
956 338 321
966 691 -825
364 815 556
393 445 697
411 781 623
220 175 266
142 777 -420
149 497 -72
38 645 -262
589 248 825
809 537 -153
1 597 120
155 718 698
47 849 -150
138 914 -357
690 260 -668
649 4 -254
971 892 -279
37 304 48
875 575 507
678 305 767
130 364 -864
165 193 -53
130 201 610
96 543 557
602 960 503
608 767 93
63 374 39
894 120 -977
772 49 -437
406 286 757
94 494 665
743 751 95
791 673 -678
508 812 493
485 314 -848
784 549 911
480 892 -85
87 973 560
375 173 -693
233 259 360
274 314 -835
968 495 -533
479 373 238
397 181 353
58 884 -292
102 59 -293
728 629 -76
648 554 718
699 153 -918
558 736 957
156 974 -213
226 336 -356
621 651 -501
103 145 493
303 882 459
629 362 135
268 852 197
330 88 334
261 12 -96
476 152 194
312 949 -309
38 739 284
784 318 -706
639 944 630
423 594 928
342 977 67
581 538 -403
60 504 700
21 270 -292
800 714 291
192 864 798
698 439 23
841 409 229
41 596 -859
328 223 550
938 925 188
60 229 613
846 785 588
393 659 -477
561 212 893
641 278 -867
891 28 695
913 179 83
636 20 432
718 564 537
213 186 -140
855 495 -596
67 401 -467
684 915 -473
111 946 -959
516 533 526
937 275 899
592 523 -671
554 83 20
133 296 330
650 334 -139
335 538 -761
496 487 -50
484 141 -748
444 580 -324
517 57 -481
284 398 488
357 701 -855
482 856 250
17 722 -805
425 758 687
928 832 672
116 562 -444
615 452 -888
682 436 -160
344 810 -892
623 549 -486
119 475 -877
841 442 -320
823 907 -871
946 376 -369
227 637 605
175 118 962
356 461 927
362 272 -997
814 948 537
968 253 -211
956 602 -563
148 111 238
335 469 -396
133 480 831
190 37 150
66 673 779
38 881 726
797 829 603
299 672 791
921 728 17
221 427 -582
20 885 167
684 602 785
549 660 225
634 151 970
956 170 360
195 675 920
365 28 313
658 115 350
616 930 84
943 921 487
396 359 -453
942 92 -251
710 960 -884
838 350 691
234 144 -367
576 312 -660
450 63 -689
813 655 4
945 824 912
480 472 559
109 668 854
234 52 -822
344 664 -459
908 544 684
599 638 -162
712 788 -263
522 296 -845
123 941 -75
90 653 -633
646 65 84
713 349 894
28 848 529
273 501 620
892 809 48
405 702 -524
865 488 984
686 179 770
424 364 -55
711 870 -940
647 543 -142
78 483 463
204 845 297
587 871 -640
230 481 -982
667 251 -778
275 42 95
196 620 -357
649 295 -446
294 429 -631
577 952 -412
729 556 462
691 63 -438
725 900 -980
892 295 -295
745 898 945
678 826 -76
367 837 403
131 808 -175
171 238 -61
363 596 -120
558 911 -912
656 841 643
937 565 61
227 136 727
355 225 -782
364 577 -41
858 423 994
433 899 461
476 754 835
42 820 -773
327 868 -409
671 674 -864
872 774 -520
428 666 506
615 635 -930
319 495 793
39 281 148
211 636 609
56 882 538
182 791 76
356 561 -416
851 869 450
418 801 -748
960 971 -877
189 435 -781
414 375 -438
547 551 313
657 113 515
382 281 939
235 309 932
731 545 161
946 218 350
813 486 428
927 38 853
759 612 -586
956 967 112
631 165 11
847 633 -479
429 473 -883
548 873 643
920 951 434
481 573 425
837 239 356
142 203 -990
620 599 793
969 244 832
506 98 94
917 362 -200
118 46 -543
82 696 284
409 862 411
661 319 -741
921 301 780
452 75 -607
451 615 590
610 816 -695
947 841 -915
274 67 541
781 582 -192
736 741 -22
407 470 814
683 492 -394
672 557 -515
456 653 -179
579 779 934
658 637 820
672 616 676
155 457 -138
592 493 -390
88 166 -391
264 746 962
286 366 -262
235 285 -837
495 820 726
674 212 -339
336 506 -342
770 11 669
371 384 464
579 976 382
403 358 -589
196 135 -141
144 239 231
590 876 -733
11 264 -926
923 602 -357
948 963 -695
487 850 -896
351 621 11
557 147 -627
555 664 -547
46 108 742
714 304 988
35 542 -567
106 149 100
952 903 313
946 777 -325
167 488 -922
463 846 -669
380 794 -596
692 529 -189
462 730 -722
731 239 47
159 680 -547
933 288 -496
154 275 -32
494 124 -225
583 628 440
147 882 -358
281 57 550
392 84 -11
182 370 58
130 836 155
112 736 -533
777 349 -546
17 534 710
566 27 -897
120 557 618
627 549 257
502 250 -88
766 174 595
746 334 -262
94 778 -333
701 606 89
878 958 812
595 849 -580
904 325 -116
156 651 -439
818 918 627
198 717 356
272 334 -148
239 581 47
905 973 634
822 316 -405
912 296 -596
40 977 -678
460 530 339
145 494 11
823 645 -587
573 820 -235
764 916 -903
256 103 395
929 906 -717
522 356 887
507 942 489
395 215 427
505 312 -569
709 540 -313
251 687 944
626 31 684
959 39 331
974 120 -954
408 428 739
257 28 -476
600 374 336
344 849 996
694 203 -670
549 160 966
512 513 -138
561 119 -866
891 176 393
139 946 245
536 46 -453
388 875 -550
952 286 303
514 766 -561
769 170 -113
689 357 498
117 752 -777
577 644 374
64 250 247
149 200 23
519 305 187
908 414 -609
282 714 954
101 838 -950
880 816 -305
909 372 -188
64 373 746
468 269 -155
258 826 40
69 348 -8
231 485 -610
200 211 -190
691 765 -98
798 367 277
205 930 538
183 567 -128
915 442 36
21 933 724
713 682 514
429 547 -557
574 919 -873
478 819 772
441 894 -377
347 965 930
349 48 -578
461 403 750
134 705 790
611 270 737
74 439 -197
540 939 919
250 423 133
255 806 -11
797 203 649
86 852 764
202 767 -761
399 534 -172
721 159 798
396 357 18
755 346 -547
894 331 916
498 654 -288
937 809 904
614 409 -790
203 816 741
495 784 557
45 2 206
912 23 -839
963 180 824
120 914 -752
255 184 751
441 656 596
558 811 -619
411 674 -976
583 860 663
171 969 497
761 342 -882
48 159 -728
964 86 -9
210 299 953
414 262 -521
719 628 -206
764 855 474
802 382 528
748 523 216
226 742 -798
357 894 -975
390 376 135
808 504 -987
791 976 -897
302 252 506
783 414 -401
866 1 -844
260 452 -793
855 978 -575
37 740 -10
675 249 -715
700 869 -26
86 193 -714
899 760 -709
342 668 -609
600 622 -948
682 9 562
692 651 538
426 508 -565
162 239 -454
343 860 828
166 610 205
627 353 270
21 772 -886
684 653 432
203 74 951
173 597 -491
7 913 344
896 175 -564
452 259 409
973 182 -690
792 936 -966
465 73 837
508 567 -968
340 957 -511
566 513 -550
494 101 974
698 560 871
54 592 752
545 946 -721
103 227 -749
745 669 -345
465 715 -722
612 965 479
136 866 151
221 339 358
24 490 240
897 245 -50
27 830 181
376 320 -517
568 273 -523
179 681 66
704 314 905
196 19 -768
79 13 -742
595 761 387
816 169 535
89 261 582
484 670 -685
